scenario_id,scenario_type,parent_scenario_id,design_note,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,asymmetric_dimensions
S104,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.600000000000001,28,28,0.1,0.1,6,6,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.7,0.7,
S105,sobol_symmetric,,scrambled_sobol,2.0,0.1,64,128.0,12.8,115.2,21,21,0.5,0.5,6,6,0.3,0.3,0.3,0.3,9,9,0.3,0.3,0.5,0.5,
S106,sobol_symmetric,,scrambled_sobol,0.8,0.9,16,12.8,11.520000000000001,1.2799999999999998,7,7,0.1,0.1,4,4,0.1,0.1,0.1,0.1,4,4,0.0,0.0,0.0,0.0,
S107,sobol_symmetric,,scrambled_sobol,1.25,0.5,32,40.0,20.0,20.0,28,28,0.0,0.0,12,12,0.5,0.5,0.5,0.5,6,6,0.0,0.0,0.5,0.5,
S108,sobol_symmetric,,scrambled_sobol,4.0,0.5,16,64.0,32.0,32.0,14,14,0.3,0.3,4,4,0.0,0.0,0.1,0.1,12,12,0.5,0.5,0.5,0.5,
S109,sobol_symmetric,,scrambled_sobol,4.0,0.3,16,64.0,19.2,44.8,14,14,0.3,0.3,6,6,0.7,0.7,0.7,0.7,6,6,0.0,0.0,0.7,0.7,
S110,sobol_symmetric,,scrambled_sobol,2.0,0.7,64,128.0,89.6,38.400000000000006,28,28,0.0,0.0,9,9,0.0,0.0,0.5,0.5,12,12,0.7,0.7,0.7,0.7,
S111,sobol_symmetric,,scrambled_sobol,0.8,0.3,32,25.6,7.68,17.919999999999998,7,7,0.1,0.1,4,4,0.3,0.3,0.5,0.5,4,4,0.3,0.3,0.7,0.7,
S112,sobol_symmetric,,scrambled_sobol,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.5,0.5,4,4,0.1,0.1,0.5,0.5,4,4,0.0,0.0,0.3,0.3,
S113,sobol_symmetric,,scrambled_sobol,3.1,0.3,16,49.6,14.879999999999999,34.72,14,14,0.0,0.0,9,9,0.0,0.0,0.3,0.3,9,9,0.0,0.0,0.0,0.0,
S114,sobol_symmetric,,scrambled_sobol,0.8,0.7,64,51.2,35.839999999999996,15.360000000000003,28,28,0.3,0.3,6,6,0.5,0.5,0.7,0.7,4,4,0.3,0.3,0.5,0.5,
S115,sobol_symmetric,,scrambled_sobol,2.0,0.3,16,32.0,9.6,22.4,7,7,0.5,0.5,4,4,0.1,0.1,0.3,0.3,4,4,0.5,0.5,0.5,0.5,
S116,sobol_symmetric,,scrambled_sobol,4.0,0.7,32,128.0,89.6,38.400000000000006,21,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,12,12,0.0,0.0,0.5,0.5,
S117,sobol_symmetric,,scrambled_sobol,4.0,0.5,64,256.0,128.0,128.0,21,21,0.1,0.1,9,9,0.0,0.0,0.5,0.5,6,6,0.7,0.7,0.7,0.7,
S118,sobol_symmetric,,scrambled_sobol,1.25,0.5,16,20.0,10.0,10.0,7,7,0.5,0.5,4,4,0.1,0.1,0.5,0.5,4,4,0.0,0.0,0.7,0.7,
S119,sobol_symmetric,,scrambled_sobol,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.3,0.3,
S120,sobol_symmetric,,scrambled_sobol,2.0,0.9,32,64.0,57.6,6.399999999999999,14,14,0.0,0.0,12,12,0.5,0.5,0.5,0.5,4,4,0.3,0.3,0.7,0.7,
S121,sobol_symmetric,,scrambled_sobol,3.1,0.3,32,99.2,29.759999999999998,69.44,7,7,0.3,0.3,4,4,0.1,0.1,0.1,0.1,4,4,0.5,0.5,0.7,0.7,
S122,sobol_symmetric,,scrambled_sobol,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,21,21,0.0,0.0,4,4,0.1,0.1,0.7,0.7,12,12,0.3,0.3,0.3,0.3,
S123,sobol_symmetric,,scrambled_sobol,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.1,6,6,0.0,0.0,0.1,0.1,9,9,0.0,0.0,0.1,0.1,
S124,sobol_symmetric,,scrambled_sobol,3.1,0.9,16,49.6,44.64,4.959999999999999,28,28,0.5,0.5,9,9,0.5,0.5,0.5,0.5,4,4,0.5,0.5,0.5,0.5,
S125,sobol_symmetric,,scrambled_sobol,4.0,0.1,32,128.0,12.8,115.2,28,28,0.5,0.5,12,12,0.0,0.0,0.5,0.5,9,9,0.0,0.0,0.1,0.1,
S126,sobol_symmetric,,scrambled_sobol,2.0,0.9,64,128.0,115.2,12.799999999999997,14,14,0.1,0.1,4,4,0.7,0.7,0.7,0.7,4,4,0.3,0.3,0.3,0.3,
S127,sobol_symmetric,,scrambled_sobol,1.25,0.3,16,20.0,6.0,14.0,21,21,0.0,0.0,6,6,0.1,0.1,0.3,0.3,6,6,0.5,0.5,0.7,0.7,
S128,sobol_symmetric,,scrambled_sobol,3.1,0.5,64,198.4,99.2,99.2,7,7,0.3,0.3,4,4,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.3,0.3,
S129,sobol_symmetric,,scrambled_sobol,3.1,0.3,32,99.2,29.759999999999998,69.44,21,21,0.0,0.0,4,4,0.0,0.0,0.1,0.1,12,12,0.0,0.0,0.3,0.3,
S130,sobol_symmetric,,scrambled_sobol,1.25,0.7,64,80.0,56.0,24.000000000000004,7,7,0.3,0.3,4,4,0.5,0.5,0.5,0.5,4,4,0.3,0.3,0.7,0.7,
S131,sobol_symmetric,,scrambled_sobol,2.0,0.3,16,32.0,9.6,22.4,28,28,0.5,0.5,9,9,0.1,0.1,0.1,0.1,4,4,0.7,0.7,0.7,0.7,
S132,sobol_symmetric,,scrambled_sobol,4.0,0.7,64,256.0,179.2,76.80000000000001,14,14,0.1,0.1,6,6,0.1,0.1,0.7,0.7,9,9,0.0,0.0,0.7,0.7,
S133,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,14,14,0.1,0.1,4,4,0.1,0.1,0.3,0.3,4,4,0.5,0.5,0.5,0.5,
S134,sobol_symmetric,,scrambled_sobol,1.25,0.5,32,40.0,20.0,20.0,28,28,0.5,0.5,12,12,0.3,0.3,0.5,0.5,9,9,0.0,0.0,0.5,0.5,
S135,sobol_symmetric,,scrambled_sobol,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,7,7,0.3,0.3,4,4,0.0,0.0,0.5,0.5,4,4,0.0,0.0,0.0,0.0,
S136,sobol_symmetric,,scrambled_sobol,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.0,0.0,6,6,0.7,0.7,0.7,0.7,6,6,0.3,0.3,0.5,0.5,
S137,sobol_symmetric,,scrambled_sobol,2.0,0.3,64,128.0,38.4,89.6,28,28,0.3,0.3,6,6,0.1,0.1,0.1,0.1,4,4,0.5,0.5,0.7,0.7,
S138,sobol_symmetric,,scrambled_sobol,0.8,0.7,16,12.8,8.959999999999999,3.8400000000000007,14,14,0.0,0.0,9,9,0.3,0.3,0.3,0.3,9,9,0.0,0.0,0.3,0.3,
S139,sobol_symmetric,,scrambled_sobol,1.25,0.1,32,40.0,4.0,36.0,21,21,0.1,0.1,12,12,0.0,0.0,0.3,0.3,12,12,0.0,0.0,0.1,0.1,
S140,sobol_symmetric,,scrambled_sobol,4.0,0.9,32,128.0,115.2,12.799999999999997,7,7,0.5,0.5,4,4,0.5,0.5,0.7,0.7,4,4,0.3,0.3,0.3,0.3,
S141,sobol_symmetric,,scrambled_sobol,4.0,0.1,16,64.0,6.4,57.6,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.1,0.1,
S142,sobol_symmetric,,scrambled_sobol,2.0,0.9,64,128.0,115.2,12.799999999999997,21,21,0.1,0.1,9,9,0.3,0.3,0.7,0.7,6,6,0.3,0.3,0.7,0.7,
S143,sobol_symmetric,,scrambled_sobol,0.8,0.5,16,12.8,6.4,6.4,14,14,0.0,0.0,12,12,0.0,0.0,0.5,0.5,4,4,0.5,0.5,0.7,0.7,
S144,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,28,28,0.3,0.3,4,4,0.1,0.1,0.5,0.5,9,9,0.3,0.3,0.3,0.3,
S145,sobol_symmetric,,scrambled_sobol,3.1,0.3,16,49.6,14.879999999999999,34.72,7,7,0.1,0.1,4,4,0.5,0.5,0.5,0.5,4,4,0.0,0.0,0.5,0.5,
S146,sobol_symmetric,,scrambled_sobol,0.8,0.5,64,51.2,25.6,25.6,21,21,0.5,0.5,6,6,0.0,0.0,0.1,0.1,9,9,0.5,0.5,0.7,0.7,
S147,sobol_symmetric,,scrambled_sobol,2.0,0.1,32,64.0,6.4,57.6,14,14,0.3,0.3,4,4,0.3,0.3,0.3,0.3,12,12,0.3,0.3,0.5,0.5,
S148,sobol_symmetric,,scrambled_sobol,4.0,0.9,32,128.0,115.2,12.799999999999997,28,28,0.0,0.0,12,12,0.1,0.1,0.1,0.1,6,6,0.0,0.0,0.0,0.0,
S149,sobol_symmetric,,scrambled_sobol,4.0,0.1,64,256.0,25.6,230.4,28,28,0.0,0.0,9,9,0.3,0.3,0.5,0.5,12,12,0.3,0.3,0.7,0.7,
S150,sobol_symmetric,,scrambled_sobol,1.25,0.9,16,20.0,18.0,1.9999999999999996,14,14,0.3,0.3,6,6,0.1,0.1,0.5,0.5,6,6,0.0,0.0,0.1,0.1,
S151,sobol_symmetric,,scrambled_sobol,0.8,0.3,64,51.2,15.36,35.839999999999996,21,21,0.5,0.5,4,4,0.7,0.7,0.7,0.7,4,4,0.3,0.3,0.3,0.3,
S152,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.600000000000001,7,7,0.1,0.1,4,4,0.0,0.0,0.5,0.5,4,4,0.7,0.7,0.7,0.7,
S153,sobol_symmetric,,scrambled_sobol,2.0,0.1,64,128.0,12.8,115.2,14,14,0.5,0.5,12,12,0.3,0.3,0.5,0.5,12,12,0.3,0.3,0.7,0.7,
S154,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.5599999999999996,28,28,0.1,0.1,4,4,0.1,0.1,0.3,0.3,6,6,0.0,0.0,0.3,0.3,
S155,sobol_symmetric,,scrambled_sobol,1.25,0.5,64,80.0,40.0,40.0,7,7,0.0,0.0,4,4,0.5,0.5,0.7,0.7,4,4,0.0,0.0,0.7,0.7,
S156,sobol_symmetric,,scrambled_sobol,3.1,0.5,16,49.6,24.8,24.8,21,21,0.3,0.3,9,9,0.0,0.0,0.1,0.1,9,9,0.7,0.7,0.7,0.7,
S157,sobol_symmetric,,scrambled_sobol,4.0,0.3,32,128.0,38.4,89.6,21,21,0.3,0.3,12,12,0.3,0.3,0.7,0.7,4,4,0.0,0.0,0.7,0.7,
S158,sobol_symmetric,,scrambled_sobol,1.25,0.7,32,40.0,28.0,12.000000000000002,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.5,0.5,
S159,sobol_symmetric,,scrambled_sobol,0.8,0.3,16,12.8,3.84,8.959999999999999,28,28,0.1,0.1,6,6,0.1,0.1,0.5,0.5,12,12,0.3,0.3,0.5,0.5,
S160,sobol_symmetric,,scrambled_sobol,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.5,0.5,9,9,0.0,0.0,0.7,0.7,6,6,0.0,0.0,0.0,0.0,
S161,sobol_symmetric,,scrambled_sobol,3.1,0.3,32,99.2,29.759999999999998,69.44,7,7,0.0,0.0,4,4,0.3,0.3,0.3,0.3,4,4,0.5,0.5,0.7,0.7,
S162,sobol_symmetric,,scrambled_sobol,1.25,0.7,32,40.0,28.0,12.000000000000002,21,21,0.3,0.3,6,6,0.1,0.1,0.1,0.1,12,12,0.0,0.0,0.5,0.5,
S163,sobol_symmetric,,scrambled_sobol,2.0,0.3,64,128.0,38.4,89.6,14,14,0.5,0.5,4,4,0.5,0.5,0.5,0.5,9,9,0.0,0.0,0.0,0.0,
S164,sobol_symmetric,,scrambled_sobol,4.0,0.7,16,64.0,44.8,19.200000000000003,28,28,0.1,0.1,12,12,0.0,0.0,0.1,0.1,4,4,0.3,0.3,0.3,0.3,
S165,sobol_symmetric,,scrambled_sobol,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.1,0.1,9,9,0.7,0.7,0.7,0.7,9,9,0.0,0.0,0.1,0.1,
S166,sobol_symmetric,,scrambled_sobol,1.25,0.9,32,40.0,36.0,3.999999999999999,14,14,0.5,0.5,6,6,0.0,0.0,0.5,0.5,4,4,0.3,0.3,0.7,0.7,
S167,sobol_symmetric,,scrambled_sobol,0.8,0.5,16,12.8,6.4,6.4,21,21,0.3,0.3,4,4,0.3,0.3,0.7,0.7,6,6,0.7,0.7,0.7,0.7,
S168,sobol_symmetric,,scrambled_sobol,2.0,0.5,64,128.0,64.0,64.0,7,7,0.0,0.0,4,4,0.1,0.1,0.5,0.5,4,4,0.0,0.0,0.7,0.7,
S169,sobol_symmetric,,scrambled_sobol,2.0,0.1,16,32.0,3.2,28.8,14,14,0.3,0.3,12,12,0.5,0.5,0.7,0.7,9,9,0.0,0.0,0.3,0.3,
S170,sobol_symmetric,,scrambled_sobol,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,28,28,0.0,0.0,4,4,0.0,0.0,0.3,0.3,4,4,0.3,0.3,0.5,0.5,
S171,sobol_symmetric,,scrambled_sobol,1.25,0.3,32,40.0,12.0,28.0,7,7,0.1,0.1,4,4,0.3,0.3,0.3,0.3,4,4,0.7,0.7,0.7,0.7,
S172,sobol_symmetric,,scrambled_sobol,4.0,0.7,64,256.0,179.2,76.80000000000001,21,21,0.5,0.5,9,9,0.1,0.1,0.3,0.3,12,12,0.0,0.0,0.7,0.7,
S173,sobol_symmetric,,scrambled_sobol,4.0,0.5,64,256.0,128.0,128.0,21,21,0.5,0.5,12,12,0.1,0.1,0.7,0.7,6,6,0.5,0.5,0.5,0.5,
S174,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.600000000000001,7,7,0.1,0.1,4,4,0.0,0.0,0.7,0.7,4,4,0.0,0.0,0.5,0.5,
S175,sobol_symmetric,,scrambled_sobol,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,28,28,0.0,0.0,6,6,0.3,0.3,0.7,0.7,9,9,0.0,0.0,0.0,0.0,
S176,sobol_symmetric,,scrambled_sobol,3.1,0.9,32,99.2,89.28,9.919999999999998,14,14,0.3,0.3,9,9,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.5,0.5,
S177,sobol_symmetric,,scrambled_sobol,3.1,0.1,64,198.4,19.840000000000003,178.56,21,21,0.1,0.1,4,4,0.0,0.0,0.7,0.7,9,9,0.3,0.3,0.7,0.7,
S178,sobol_symmetric,,scrambled_sobol,0.8,0.9,16,12.8,11.520000000000001,1.2799999999999998,7,7,0.5,0.5,4,4,0.1,0.1,0.7,0.7,4,4,0.0,0.0,0.3,0.3,
S179,sobol_symmetric,,scrambled_sobol,2.0,0.5,64,128.0,64.0,64.0,28,28,0.3,0.3,9,9,0.0,0.0,0.1,0.1,6,6,0.0,0.0,0.7,0.7,
S180,sobol_symmetric,,scrambled_sobol,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.0,6,6,0.5,0.5,0.7,0.7,12,12,0.7,0.7,0.7,0.7,
S181,sobol_symmetric,,scrambled_sobol,4.0,0.3,16,64.0,19.2,44.8,14,14,0.0,0.0,4,4,0.0,0.0,0.5,0.5,6,6,0.0,0.0,0.5,0.5,
S182,sobol_symmetric,,scrambled_sobol,1.25,0.7,64,80.0,56.0,24.000000000000004,28,28,0.3,0.3,12,12,0.7,0.7,0.7,0.7,12,12,0.5,0.5,0.5,0.5,
S183,sobol_symmetric,,scrambled_sobol,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,7,7,0.5,0.5,4,4,0.1,0.1,0.5,0.5,4,4,0.3,0.3,0.5,0.5,
S184,sobol_symmetric,,scrambled_sobol,2.0,0.9,32,64.0,57.6,6.399999999999999,21,21,0.1,0.1,6,6,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.0,0.0,
S185,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,28,28,0.5,0.5,6,6,0.0,0.0,0.3,0.3,6,6,0.0,0.0,0.3,0.3,
S186,sobol_symmetric,,scrambled_sobol,0.8,0.5,32,25.6,12.8,12.8,14,14,0.1,0.1,9,9,0.5,0.5,0.7,0.7,12,12,0.5,0.5,0.7,0.7,
S187,sobol_symmetric,,scrambled_sobol,1.25,0.1,16,20.0,2.0,18.0,21,21,0.0,0.0,12,12,0.1,0.1,0.1,0.1,9,9,0.3,0.3,0.3,0.3,
S188,sobol_symmetric,,scrambled_sobol,3.1,0.9,64,198.4,178.56,19.839999999999996,7,7,0.3,0.3,4,4,0.3,0.3,0.3,0.3,4,4,0.0,0.0,0.1,0.1,
S189,sobol_symmetric,,scrambled_sobol,4.0,0.3,64,256.0,76.8,179.2,7,7,0.3,0.3,4,4,0.0,0.0,0.7,0.7,4,4,0.5,0.5,0.5,0.5,
S190,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.600000000000001,21,21,0.0,0.0,9,9,0.1,0.1,0.5,0.5,4,4,0.0,0.0,0.1,0.1,
S191,sobol_symmetric,,scrambled_sobol,1.25,0.3,64,80.0,24.0,56.0,14,14,0.1,0.1,12,12,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.3,0.3,
S192,sobol_symmetric,,scrambled_sobol,3.1,0.7,16,49.6,34.72,14.880000000000003,28,28,0.5,0.5,4,4,0.3,0.3,0.7,0.7,12,12,0.5,0.5,0.7,0.7,
S193,sobol_symmetric,,scrambled_sobol,3.1,0.5,64,198.4,99.2,99.2,14,14,0.3,0.3,6,6,0.7,0.7,0.7,0.7,12,12,0.3,0.3,0.3,0.3,
S194,sobol_symmetric,,scrambled_sobol,1.25,0.5,16,20.0,10.0,10.0,28,28,0.0,0.0,9,9,0.0,0.0,0.5,0.5,6,6,0.0,0.0,0.0,0.0,
S195,sobol_symmetric,,scrambled_sobol,2.0,0.1,32,64.0,6.4,57.6,7,7,0.1,0.1,4,4,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.5,0.5,
S196,sobol_symmetric,,scrambled_sobol,4.0,0.9,16,64.0,57.6,6.399999999999999,21,21,0.5,0.5,4,4,0.1,0.1,0.5,0.5,9,9,0.5,0.5,0.5,0.5,
S197,sobol_symmetric,,scrambled_sobol,4.0,0.3,16,64.0,19.2,44.8,21,21,0.5,0.5,6,6,0.3,0.3,0.3,0.3,4,4,0.0,0.0,0.7,0.7,
S198,sobol_symmetric,,scrambled_sobol,1.25,0.9,64,80.0,72.0,7.999999999999998,7,7,0.1,0.1,4,4,0.1,0.1,0.1,0.1,4,4,0.7,0.7,0.7,0.7,
S199,sobol_symmetric,,scrambled_sobol,0.8,0.3,32,25.6,7.68,17.919999999999998,28,28,0.0,0.0,12,12,0.5,0.5,0.5,0.5,12,12,0.3,0.3,0.7,0.7,
S200,sobol_symmetric,,scrambled_sobol,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.3,0.3,4,4,0.0,0.0,0.1,0.1,6,6,0.0,0.0,0.1,0.1,
S201,sobol_symmetric,,scrambled_sobol,2.0,0.1,32,64.0,6.4,57.6,7,7,0.0,0.0,4,4,0.1,0.1,0.7,0.7,4,4,0.0,0.0,0.7,0.7,
S202,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.5599999999999996,21,21,0.3,0.3,12,12,0.0,0.0,0.7,0.7,9,9,0.7,0.7,0.7,0.7,
S203,sobol_symmetric,,scrambled_sobol,1.25,0.5,16,20.0,10.0,10.0,14,14,0.5,0.5,9,9,0.3,0.3,0.7,0.7,12,12,0.3,0.3,0.5,0.5,
S204,sobol_symmetric,,scrambled_sobol,4.0,0.7,64,256.0,179.2,76.80000000000001,28,28,0.1,0.1,6,6,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.3,0.3,
S205,sobol_symmetric,,scrambled_sobol,4.0,0.3,64,256.0,76.8,179.2,28,28,0.1,0.1,4,4,0.5,0.5,0.7,0.7,12,12,0.3,0.3,0.5,0.5,
S206,sobol_symmetric,,scrambled_sobol,2.0,0.7,32,64.0,44.8,19.200000000000003,14,14,0.5,0.5,12,12,0.0,0.0,0.3,0.3,6,6,0.0,0.0,0.0,0.0,
S207,sobol_symmetric,,scrambled_sobol,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,21,21,0.3,0.3,9,9,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.5,0.5,
S208,sobol_symmetric,,scrambled_sobol,3.1,0.9,16,49.6,44.64,4.959999999999999,7,7,0.0,0.0,4,4,0.1,0.1,0.3,0.3,4,4,0.5,0.5,0.5,0.5,
S209,sobol_symmetric,,scrambled_sobol,3.1,0.1,32,99.2,9.920000000000002,89.28,28,28,0.5,0.5,12,12,0.0,0.0,0.5,0.5,4,4,0.7,0.7,0.7,0.7,
S210,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.5599999999999996,14,14,0.1,0.1,4,4,0.7,0.7,0.7,0.7,9,9,0.0,0.0,0.7,0.7,
S211,sobol_symmetric,,scrambled_sobol,2.0,0.3,64,128.0,38.4,89.6,21,21,0.0,0.0,6,6,0.1,0.1,0.3,0.3,12,12,0.0,0.0,0.3,0.3,
S212,sobol_symmetric,,scrambled_sobol,4.0,0.7,16,64.0,44.8,19.200000000000003,7,7,0.3,0.3,4,4,0.3,0.3,0.5,0.5,4,4,0.3,0.3,0.7,0.7,
S213,sobol_symmetric,,scrambled_sobol,4.0,0.3,32,128.0,38.4,89.6,7,7,0.3,0.3,4,4,0.1,0.1,0.1,0.1,4,4,0.0,0.0,0.0,0.0,
S214,sobol_symmetric,,scrambled_sobol,1.25,0.5,64,80.0,40.0,40.0,21,21,0.0,0.0,4,4,0.1,0.1,0.7,0.7,6,6,0.3,0.3,0.5,0.5,
S215,sobol_symmetric,,scrambled_sobol,0.8,0.1,16,12.8,1.2800000000000002,11.520000000000001,14,14,0.1,0.1,6,6,0.0,0.0,0.1,0.1,4,4,0.5,0.5,0.5,0.5,
S216,sobol_symmetric,,scrambled_sobol,2.0,0.9,64,128.0,115.2,12.799999999999997,28,28,0.5,0.5,9,9,0.5,0.5,0.5,0.5,9,9,0.0,0.0,0.5,0.5,
S217,sobol_symmetric,,scrambled_sobol,2.0,0.3,16,32.0,9.6,22.4,21,21,0.1,0.1,9,9,0.0,0.0,0.5,0.5,12,12,0.0,0.0,0.1,0.1,
S218,sobol_symmetric,,scrambled_sobol,0.8,0.7,64,51.2,35.839999999999996,15.360000000000003,7,7,0.5,0.5,4,4,0.1,0.1,0.5,0.5,4,4,0.3,0.3,0.3,0.3,
S219,sobol_symmetric,,scrambled_sobol,1.25,0.3,16,20.0,6.0,14.0,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.7,0.7,
S220,sobol_symmetric,,scrambled_sobol,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.0,0.0,12,12,0.5,0.5,0.5,0.5,9,9,0.0,0.0,0.5,0.5,
S221,sobol_symmetric,,scrambled_sobol,4.0,0.1,64,256.0,25.6,230.4,14,14,0.0,0.0,9,9,0.0,0.0,0.3,0.3,4,4,0.5,0.5,0.7,0.7,
S222,sobol_symmetric,,scrambled_sobol,1.25,0.9,16,20.0,18.0,1.9999999999999996,28,28,0.3,0.3,6,6,0.5,0.5,0.7,0.7,9,9,0.3,0.3,0.3,0.3,
S223,sobol_symmetric,,scrambled_sobol,1.25,0.5,32,40.0,20.0,20.0,7,7,0.5,0.5,4,4,0.1,0.1,0.3,0.3,4,4,0.0,0.0,0.1,0.1,
S224,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,21,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,6,6,0.5,0.5,0.5,0.5,
