scenario_id,scenario_type,parent_scenario_id,design_note,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,asymmetric_dimensions
X015,asymmetric_stress,S203,sparse_asymmetry_2_dimension,1.25,0.5,16,20.0,10.0,10.0,14,14,0.5,0.5,9,9,0.3,0.3,0.3,0.7,12,12,0.3,0.5,0.5,0.5,class2:noshow_low;class1:balk_high
X016,asymmetric_stress,S219,sparse_asymmetry_2_dimension,1.25,0.3,16,20.0,6.0,14.0,28,28,0.3,0.3,6,4,0.0,0.0,0.0,0.0,4,6,0.5,0.5,0.7,0.7,class1:balk_threshold;class2:noshow_threshold
X017,asymmetric_stress,A008,sparse_asymmetry_2_dimension,2.0,0.5,32,64.0,32.0,32.0,14,14,0.1,0.1,9,12,0.0,0.3,0.5,0.5,6,6,0.0,0.0,0.3,0.3,class2:balk_threshold;class2:balk_low
X018,asymmetric_stress,S030,sparse_asymmetry_1_dimension,1.25,0.9,64,80.0,72.0,7.999999999999998,7,7,0.5,0.5,4,4,0.1,0.1,0.7,0.7,4,4,0.5,0.7,0.7,0.7,class2:noshow_low
X019,asymmetric_stress,S123,sparse_asymmetry_1_dimension,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.3,6,6,0.0,0.0,0.1,0.1,9,9,0.0,0.0,0.1,0.1,class2:cancel
X020,asymmetric_stress,S125,sparse_asymmetry_1_dimension,4.0,0.1,32,128.0,12.8,115.2,28,28,0.5,0.5,12,12,0.0,0.3,0.5,0.5,9,9,0.0,0.0,0.1,0.1,class2:balk_low
X021,asymmetric_stress,S096,sparse_asymmetry_2_dimension,3.1,0.9,16,49.6,44.64,4.959999999999999,28,21,0.3,0.3,4,4,0.0,0.0,0.3,0.3,6,6,0.3,0.3,0.7,0.3,class2:noshow_high;class1:horizon
X022,asymmetric_stress,S007,sparse_asymmetry_2_dimension,0.8,0.5,32,25.6,12.8,12.8,7,7,0.1,0.1,4,4,0.3,0.5,0.5,0.5,4,4,0.0,0.0,0.0,0.7,class2:balk_low;class2:noshow_high
X023,asymmetric_stress,S028,sparse_asymmetry_1_dimension,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.1,0.1,4,6,0.3,0.3,0.5,0.5,9,9,0.5,0.5,0.7,0.7,class1:balk_threshold
X024,asymmetric_stress,S186,sparse_asymmetry_1_dimension,0.8,0.5,32,25.6,12.8,12.8,14,14,0.1,0.1,9,9,0.5,0.5,0.7,0.7,12,12,0.5,0.5,0.7,0.5,class2:noshow_high
X025,asymmetric_stress,S075,sparse_asymmetry_3_dimension,1.25,0.1,32,40.0,4.0,36.0,14,21,0.0,0.0,4,6,0.0,0.0,0.7,0.7,12,12,0.5,0.3,0.5,0.5,class1:balk_threshold;class2:horizon;class2:noshow_low
X026,asymmetric_stress,S032,sparse_asymmetry_1_dimension,3.1,0.7,32,99.2,69.44,29.760000000000005,28,14,0.0,0.0,6,6,0.5,0.5,0.7,0.7,6,6,0.0,0.0,0.1,0.1,class1:horizon
X027,asymmetric_stress,S084,sparse_asymmetry_1_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,21,7,0.1,0.1,4,4,0.0,0.0,0.3,0.3,4,4,0.3,0.3,0.7,0.7,class1:horizon
X028,asymmetric_stress,S016,sparse_asymmetry_3_dimension,3.1,0.9,64,198.4,178.56,19.839999999999996,28,14,0.1,0.1,12,12,0.0,0.1,0.1,0.1,9,9,0.0,0.0,0.1,0.7,class2:horizon;class2:balk_low;class1:noshow_high
X029,asymmetric_stress,S161,sparse_asymmetry_1_dimension,3.1,0.3,32,99.2,29.759999999999998,69.44,7,7,0.0,0.0,4,4,0.3,0.0,0.3,0.3,4,4,0.5,0.5,0.7,0.7,class2:balk_low
X030,asymmetric_stress,A015,sparse_asymmetry_1_dimension,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,6,6,0.3,0.0,0.3,0.3,class1:noshow_low
X031,asymmetric_stress,S031,sparse_asymmetry_1_dimension,1.25,0.3,32,40.0,12.0,28.0,28,28,0.3,0.3,9,9,0.0,0.0,0.1,0.7,12,12,0.3,0.3,0.3,0.3,class2:balk_high
X032,asymmetric_stress,S098,sparse_asymmetry_1_dimension,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,14,14,0.5,0.5,12,12,0.0,0.0,0.3,0.3,12,12,0.5,0.5,0.5,0.7,class1:noshow_high
X033,asymmetric_stress,S191,sparse_asymmetry_1_dimension,1.25,0.3,64,80.0,24.0,56.0,14,14,0.1,0.1,12,12,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.7,0.3,class1:noshow_high
X034,asymmetric_stress,S006,sparse_asymmetry_2_dimension,1.25,0.9,16,20.0,18.0,1.9999999999999996,28,28,0.0,0.0,4,4,0.0,0.0,0.3,0.3,6,9,0.0,0.5,0.5,0.5,class2:noshow_low;class1:noshow_threshold
X035,asymmetric_stress,S071,sparse_asymmetry_2_dimension,0.8,0.1,16,12.8,1.2800000000000002,11.520000000000001,28,28,0.5,0.5,4,4,0.0,0.0,0.7,0.3,6,12,0.3,0.3,0.7,0.7,class1:noshow_threshold;class2:balk_high
X036,asymmetric_stress,A015,sparse_asymmetry_1_dimension,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.7,6,6,0.0,0.0,0.3,0.3,class2:balk_high
X037,asymmetric_stress,S005,sparse_asymmetry_1_dimension,3.1,0.1,64,198.4,19.840000000000003,178.56,14,14,0.3,0.3,12,12,0.5,0.5,0.7,0.7,4,4,0.5,0.5,0.7,0.5,class2:noshow_high
X038,asymmetric_stress,A021,sparse_asymmetry_2_dimension,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,28,28,0.1,0.5,6,12,0.0,0.0,0.1,0.1,12,12,0.0,0.0,0.1,0.1,class1:balk_threshold;class2:cancel
X039,asymmetric_stress,S031,sparse_asymmetry_1_dimension,1.25,0.3,32,40.0,12.0,28.0,28,28,0.3,0.3,9,9,0.0,0.1,0.1,0.1,12,12,0.3,0.3,0.3,0.3,class2:balk_low
X040,asymmetric_stress,S224,sparse_asymmetry_1_dimension,3.1,0.5,32,99.2,49.6,49.6,14,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,6,6,0.5,0.5,0.5,0.5,class1:horizon
X041,asymmetric_stress,S170,sparse_asymmetry_2_dimension,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,28,28,0.0,0.0,4,4,0.0,0.0,0.3,0.3,4,12,0.3,0.3,0.3,0.5,class1:noshow_high;class2:noshow_threshold
X042,asymmetric_stress,S167,sparse_asymmetry_2_dimension,0.8,0.5,16,12.8,6.4,6.4,21,21,0.3,0.3,4,9,0.3,0.3,0.7,0.7,9,6,0.7,0.7,0.7,0.7,class2:balk_threshold;class1:noshow_threshold
X043,asymmetric_stress,S122,sparse_asymmetry_1_dimension,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,21,21,0.0,0.0,4,4,0.5,0.1,0.7,0.7,12,12,0.3,0.3,0.3,0.3,class1:balk_low
X044,asymmetric_stress,S069,sparse_asymmetry_2_dimension,4.0,0.3,32,128.0,38.4,89.6,28,21,0.0,0.0,9,9,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.0,class2:noshow_high;class1:horizon
X045,asymmetric_stress,S209,sparse_asymmetry_1_dimension,3.1,0.1,32,99.2,9.920000000000002,89.28,28,28,0.5,0.5,12,12,0.0,0.3,0.5,0.5,4,4,0.7,0.7,0.7,0.7,class2:balk_low
X046,asymmetric_stress,S094,sparse_asymmetry_1_dimension,2.0,0.5,32,64.0,32.0,32.0,28,28,0.1,0.1,6,9,0.1,0.1,0.5,0.5,9,9,0.0,0.0,0.7,0.7,class1:balk_threshold
X047,asymmetric_stress,S091,sparse_asymmetry_3_dimension,1.25,0.3,16,20.0,6.0,14.0,28,21,0.1,0.1,12,12,0.0,0.1,0.7,0.3,4,4,0.5,0.5,0.5,0.5,class2:horizon;class1:balk_low;class2:balk_high
X048,asymmetric_stress,S093,sparse_asymmetry_2_dimension,4.0,0.3,32,128.0,38.4,89.6,14,14,0.0,0.5,6,6,0.3,0.7,0.7,0.7,4,4,0.7,0.7,0.7,0.7,class2:balk_low;class1:cancel
X049,asymmetric_stress,S109,sparse_asymmetry_2_dimension,4.0,0.3,16,64.0,19.2,44.8,14,21,0.3,0.3,6,6,0.0,0.7,0.7,0.7,6,6,0.0,0.0,0.7,0.7,class2:horizon;class1:balk_low
X050,asymmetric_stress,S124,sparse_asymmetry_3_dimension,3.1,0.9,16,49.6,44.64,4.959999999999999,21,28,0.5,0.5,9,9,0.5,0.5,0.5,0.5,4,12,0.5,0.5,0.7,0.5,class2:noshow_threshold;class1:horizon;class1:noshow_high
X051,asymmetric_stress,S187,sparse_asymmetry_3_dimension,1.25,0.1,16,20.0,2.0,18.0,14,21,0.5,0.0,12,12,0.1,0.1,0.1,0.1,9,9,0.3,0.3,0.5,0.3,class1:horizon;class1:cancel;class1:noshow_high
X052,asymmetric_stress,S116,sparse_asymmetry_2_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.1,12,12,0.3,0.3,0.3,0.7,12,12,0.0,0.0,0.5,0.5,class2:balk_high;class2:horizon
X053,asymmetric_stress,S010,sparse_asymmetry_1_dimension,0.8,0.9,32,25.6,23.040000000000003,2.5599999999999996,14,14,0.5,0.5,6,6,0.0,0.0,0.3,0.7,9,9,0.0,0.0,0.7,0.7,class2:balk_high
X054,asymmetric_stress,A027,sparse_asymmetry_3_dimension,1.25,0.5,16,20.0,10.0,10.0,21,21,0.0,0.0,6,6,0.0,0.0,0.3,0.1,9,9,0.0,0.3,0.0,0.3,class2:balk_high;class2:noshow_low;class1:noshow_high
X055,asymmetric_stress,S189,sparse_asymmetry_1_dimension,4.0,0.3,64,256.0,76.8,179.2,7,7,0.3,0.3,4,4,0.0,0.0,0.7,0.7,4,4,0.5,0.5,0.5,0.7,class2:noshow_high
X056,asymmetric_stress,S095,sparse_asymmetry_1_dimension,1.25,0.1,64,80.0,8.0,72.0,7,14,0.0,0.0,4,4,0.7,0.7,0.7,0.7,4,4,0.0,0.0,0.3,0.3,class2:horizon
X057,asymmetric_stress,S190,sparse_asymmetry_1_dimension,2.0,0.7,16,32.0,22.4,9.600000000000001,21,21,0.0,0.0,9,9,0.1,0.1,0.3,0.5,4,4,0.0,0.0,0.1,0.1,class1:balk_high
X058,asymmetric_stress,S016,sparse_asymmetry_1_dimension,3.1,0.9,64,198.4,178.56,19.839999999999996,28,28,0.1,0.1,12,12,0.0,0.0,0.1,0.1,9,6,0.0,0.0,0.7,0.7,class2:noshow_threshold
X059,asymmetric_stress,S125,sparse_asymmetry_1_dimension,4.0,0.1,32,128.0,12.8,115.2,28,28,0.5,0.5,12,12,0.0,0.0,0.5,0.5,6,9,0.0,0.0,0.1,0.1,class1:noshow_threshold
X060,asymmetric_stress,A006,sparse_asymmetry_1_dimension,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.1,6,9,0.0,0.0,0.5,0.5,6,6,0.0,0.0,0.3,0.3,class1:balk_threshold
X061,asymmetric_stress,S216,sparse_asymmetry_3_dimension,2.0,0.9,64,128.0,115.2,12.799999999999997,14,28,0.5,0.5,9,4,0.5,0.3,0.5,0.5,9,9,0.0,0.0,0.5,0.5,class2:balk_threshold;class1:horizon;class2:balk_low
X062,asymmetric_stress,S108,sparse_asymmetry_2_dimension,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.3,4,4,0.0,0.0,0.1,0.1,4,12,0.5,0.5,0.5,0.5,class1:noshow_threshold;class1:cancel
X063,asymmetric_stress,S023,sparse_asymmetry_2_dimension,0.8,0.3,64,51.2,15.36,35.839999999999996,21,21,0.0,0.3,12,6,0.1,0.1,0.1,0.1,4,4,0.0,0.0,0.7,0.7,class2:cancel;class2:balk_threshold
X064,asymmetric_stress,S212,sparse_asymmetry_2_dimension,4.0,0.7,16,64.0,44.8,19.200000000000003,7,7,0.3,0.5,4,4,0.3,0.3,0.5,0.5,4,4,0.7,0.3,0.7,0.7,class1:noshow_low;class2:cancel
X065,asymmetric_stress,S063,sparse_asymmetry_1_dimension,1.25,0.1,32,40.0,4.0,36.0,14,14,0.3,0.3,4,4,0.1,0.3,0.3,0.3,6,6,0.0,0.0,0.7,0.7,class1:balk_low
X066,asymmetric_stress,S192,sparse_asymmetry_1_dimension,3.1,0.7,16,49.6,34.72,14.880000000000003,28,28,0.5,0.5,4,4,0.1,0.3,0.7,0.7,12,12,0.5,0.5,0.7,0.7,class1:balk_low
X067,asymmetric_stress,S096,sparse_asymmetry_1_dimension,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.3,0.3,9,4,0.0,0.0,0.3,0.3,6,6,0.3,0.3,0.7,0.7,class1:balk_threshold
X068,asymmetric_stress,S216,sparse_asymmetry_2_dimension,2.0,0.9,64,128.0,115.2,12.799999999999997,28,21,0.5,0.5,9,9,0.5,0.5,0.7,0.5,9,9,0.0,0.0,0.5,0.5,class1:balk_high;class2:horizon
X069,asymmetric_stress,S178,sparse_asymmetry_2_dimension,0.8,0.9,16,12.8,11.520000000000001,1.2799999999999998,7,7,0.5,0.5,4,4,0.1,0.1,0.7,0.7,4,4,0.3,0.0,0.3,0.5,class2:noshow_high;class1:noshow_low
X070,asymmetric_stress,S181,sparse_asymmetry_3_dimension,4.0,0.3,16,64.0,19.2,44.8,14,14,0.0,0.5,4,12,0.1,0.0,0.5,0.5,6,6,0.0,0.0,0.5,0.5,class2:cancel;class1:balk_low;class2:balk_threshold
X071,asymmetric_stress,S127,sparse_asymmetry_3_dimension,1.25,0.3,16,20.0,6.0,14.0,21,21,0.0,0.0,6,6,0.1,0.3,0.3,0.3,6,6,0.7,0.5,0.7,0.5,class1:noshow_low;class2:noshow_high;class2:balk_low
X072,asymmetric_stress,S125,sparse_asymmetry_1_dimension,4.0,0.1,32,128.0,12.8,115.2,28,28,0.5,0.5,12,12,0.3,0.0,0.5,0.5,9,9,0.0,0.0,0.1,0.1,class1:balk_low
X073,asymmetric_stress,S084,sparse_asymmetry_1_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,28,7,0.1,0.1,4,4,0.0,0.0,0.3,0.3,4,4,0.3,0.3,0.7,0.7,class1:horizon
X074,asymmetric_stress,S206,sparse_asymmetry_1_dimension,2.0,0.7,32,64.0,44.8,19.200000000000003,14,28,0.5,0.5,12,12,0.0,0.0,0.3,0.3,6,6,0.0,0.0,0.0,0.0,class2:horizon
X075,asymmetric_stress,S220,sparse_asymmetry_2_dimension,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.0,0.0,12,12,0.5,0.1,0.5,0.5,9,9,0.0,0.5,0.5,0.5,class2:noshow_low;class2:balk_low
X076,asymmetric_stress,S106,sparse_asymmetry_2_dimension,0.8,0.9,16,12.8,11.520000000000001,1.2799999999999998,7,14,0.1,0.1,4,4,0.1,0.0,0.1,0.1,4,4,0.0,0.0,0.0,0.0,class2:balk_low;class2:horizon
X077,asymmetric_stress,S013,sparse_asymmetry_2_dimension,4.0,0.5,16,64.0,32.0,32.0,7,7,0.5,0.0,4,4,0.3,0.3,0.3,0.3,4,4,0.0,0.0,0.3,0.7,class2:noshow_high;class1:cancel
X078,asymmetric_stress,S015,sparse_asymmetry_1_dimension,0.8,0.1,16,12.8,1.2800000000000002,11.520000000000001,14,14,0.5,0.5,4,4,0.5,0.3,0.5,0.5,4,4,0.7,0.7,0.7,0.7,class2:balk_low
X079,asymmetric_stress,S128,sparse_asymmetry_1_dimension,3.1,0.5,64,198.4,99.2,99.2,28,7,0.3,0.3,4,4,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.3,0.3,class1:horizon
X080,asymmetric_stress,S094,sparse_asymmetry_1_dimension,2.0,0.5,32,64.0,32.0,32.0,14,28,0.1,0.1,9,9,0.1,0.1,0.5,0.5,9,9,0.0,0.0,0.7,0.7,class1:horizon
X081,asymmetric_stress,S034,sparse_asymmetry_1_dimension,1.25,0.9,16,20.0,18.0,1.9999999999999996,21,21,0.1,0.1,9,9,0.5,0.1,0.5,0.5,12,12,0.0,0.0,0.5,0.5,class2:balk_low
X082,asymmetric_stress,S157,sparse_asymmetry_2_dimension,4.0,0.3,32,128.0,38.4,89.6,28,21,0.3,0.3,12,12,0.3,0.3,0.5,0.7,4,4,0.0,0.0,0.7,0.7,class1:horizon;class1:balk_high
X083,asymmetric_stress,S007,sparse_asymmetry_1_dimension,0.8,0.5,32,25.6,12.8,12.8,7,7,0.1,0.1,4,4,0.0,0.3,0.5,0.5,4,4,0.0,0.0,0.0,0.0,class1:balk_low
X084,asymmetric_stress,A018,sparse_asymmetry_1_dimension,2.0,0.7,16,32.0,22.4,9.600000000000001,28,28,0.5,0.5,12,12,0.3,0.3,0.3,0.3,12,12,0.3,0.0,0.3,0.3,class2:noshow_low
X085,asymmetric_stress,A007,sparse_asymmetry_3_dimension,2.0,0.3,16,32.0,9.6,22.4,14,21,0.1,0.1,4,9,0.0,0.0,0.1,0.5,6,6,0.0,0.0,0.3,0.3,class1:balk_high;class1:balk_threshold;class2:horizon
X086,asymmetric_stress,S155,sparse_asymmetry_1_dimension,1.25,0.5,64,80.0,40.0,40.0,7,7,0.0,0.0,4,4,0.5,0.5,0.7,0.7,4,4,0.0,0.5,0.7,0.7,class2:noshow_low
X087,asymmetric_stress,S222,sparse_asymmetry_1_dimension,1.25,0.9,16,20.0,18.0,1.9999999999999996,28,28,0.3,0.3,6,6,0.5,0.0,0.7,0.7,9,9,0.3,0.3,0.3,0.3,class2:balk_low
X088,asymmetric_stress,S116,sparse_asymmetry_3_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.5,9,12,0.3,0.3,0.3,0.3,12,12,0.0,0.0,0.5,0.5,class2:horizon;class2:cancel;class1:balk_threshold
X089,asymmetric_stress,S205,sparse_asymmetry_1_dimension,4.0,0.3,64,256.0,76.8,179.2,28,28,0.1,0.1,4,4,0.0,0.5,0.7,0.7,12,12,0.3,0.3,0.5,0.5,class1:balk_low
X090,asymmetric_stress,S166,sparse_asymmetry_1_dimension,1.25,0.9,32,40.0,36.0,3.999999999999999,14,14,0.5,0.5,6,6,0.0,0.0,0.5,0.5,4,4,0.0,0.3,0.7,0.7,class1:noshow_low
X091,asymmetric_stress,S163,sparse_asymmetry_3_dimension,2.0,0.3,64,128.0,38.4,89.6,14,14,0.5,0.1,4,4,0.5,0.5,0.5,0.5,9,4,0.0,0.0,0.0,0.3,class2:cancel;class2:noshow_high;class2:noshow_threshold
X092,asymmetric_stress,S134,sparse_asymmetry_2_dimension,1.25,0.5,32,40.0,20.0,20.0,14,28,0.5,0.5,12,12,0.3,0.3,0.5,0.3,9,9,0.0,0.0,0.5,0.5,class2:balk_high;class1:horizon
X093,asymmetric_stress,S150,sparse_asymmetry_2_dimension,1.25,0.9,16,20.0,18.0,1.9999999999999996,14,14,0.3,0.3,6,9,0.1,0.1,0.1,0.5,6,6,0.0,0.0,0.1,0.1,class1:balk_high;class2:balk_threshold
X094,asymmetric_stress,S106,sparse_asymmetry_1_dimension,0.8,0.9,16,12.8,11.520000000000001,1.2799999999999998,7,7,0.1,0.1,4,4,0.1,0.1,0.1,0.1,4,4,0.0,0.0,0.0,0.3,class2:noshow_high
X095,asymmetric_stress,S206,sparse_asymmetry_2_dimension,2.0,0.7,32,64.0,44.8,19.200000000000003,14,14,0.5,0.5,12,9,0.3,0.0,0.3,0.3,6,6,0.0,0.0,0.0,0.0,class2:balk_threshold;class1:balk_low
X096,asymmetric_stress,S001,sparse_asymmetry_2_dimension,3.1,0.3,16,49.6,14.879999999999999,34.72,28,21,0.5,0.5,12,12,0.1,0.1,0.7,0.7,12,9,0.0,0.0,0.3,0.3,class1:horizon;class2:noshow_threshold
X097,asymmetric_stress,S156,sparse_asymmetry_1_dimension,3.1,0.5,16,49.6,24.8,24.8,21,21,0.3,0.3,4,9,0.0,0.0,0.1,0.1,9,9,0.7,0.7,0.7,0.7,class1:balk_threshold
X098,asymmetric_stress,S143,sparse_asymmetry_1_dimension,0.8,0.5,16,12.8,6.4,6.4,28,14,0.0,0.0,12,12,0.0,0.0,0.5,0.5,4,4,0.5,0.5,0.7,0.7,class1:horizon
X099,asymmetric_stress,A008,sparse_asymmetry_2_dimension,2.0,0.5,32,64.0,32.0,32.0,14,14,0.1,0.1,6,9,0.1,0.0,0.5,0.5,6,6,0.0,0.0,0.3,0.3,class1:balk_threshold;class1:balk_low
X100,asymmetric_stress,S224,sparse_asymmetry_2_dimension,3.1,0.5,32,99.2,49.6,49.6,21,21,0.0,0.1,12,12,0.1,0.3,0.3,0.3,6,6,0.5,0.5,0.5,0.5,class1:balk_low;class1:cancel
X101,asymmetric_stress,S064,sparse_asymmetry_1_dimension,3.1,0.9,16,49.6,44.64,4.959999999999999,28,28,0.0,0.0,12,12,0.1,0.1,0.7,0.1,12,12,0.7,0.7,0.7,0.7,class1:balk_high
X102,asymmetric_stress,S021,sparse_asymmetry_3_dimension,4.0,0.3,32,128.0,38.4,89.6,28,14,0.1,0.5,4,6,0.0,0.0,0.3,0.3,12,12,0.3,0.3,0.7,0.7,class1:balk_threshold;class2:horizon;class1:cancel
X103,asymmetric_stress,S092,sparse_asymmetry_2_dimension,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.1,0.5,4,4,0.1,0.1,0.1,0.1,9,9,0.0,0.0,0.5,0.7,class1:cancel;class2:noshow_high
X104,asymmetric_stress,S185,sparse_asymmetry_3_dimension,3.1,0.5,32,99.2,49.6,49.6,28,21,0.5,0.5,6,12,0.0,0.0,0.3,0.3,12,6,0.0,0.0,0.3,0.3,class2:horizon;class2:balk_threshold;class1:noshow_threshold
X105,asymmetric_stress,S029,sparse_asymmetry_3_dimension,4.0,0.1,16,64.0,6.4,57.6,14,21,0.1,0.1,4,4,0.0,0.0,0.7,0.7,4,12,0.0,0.3,0.3,0.3,class2:noshow_low;class2:noshow_threshold;class1:horizon
X106,asymmetric_stress,A003,sparse_asymmetry_1_dimension,0.8,0.5,64,51.2,25.6,25.6,14,28,0.1,0.1,9,9,0.0,0.0,0.5,0.5,6,6,0.0,0.0,0.3,0.3,class2:horizon
X107,asymmetric_stress,S163,sparse_asymmetry_3_dimension,2.0,0.3,64,128.0,38.4,89.6,14,14,0.5,0.5,4,6,0.5,0.3,0.5,0.5,9,9,0.0,0.0,0.0,0.5,class2:noshow_high;class2:balk_threshold;class2:balk_low
X108,asymmetric_stress,A016,sparse_asymmetry_2_dimension,0.8,0.5,32,25.6,12.8,12.8,28,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.0,class1:horizon;class1:noshow_high
X109,asymmetric_stress,S116,sparse_asymmetry_1_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,21,21,0.1,0.1,6,12,0.3,0.3,0.3,0.3,12,12,0.0,0.0,0.5,0.5,class1:balk_threshold
X110,asymmetric_stress,S089,sparse_asymmetry_1_dimension,2.0,0.1,16,32.0,3.2,28.8,21,21,0.3,0.3,6,6,0.5,0.5,0.5,0.7,12,12,0.0,0.0,0.0,0.0,class2:balk_high
X111,asymmetric_stress,A020,sparse_asymmetry_3_dimension,4.0,0.5,32,128.0,64.0,64.0,14,14,0.3,0.3,4,6,0.0,0.7,0.7,0.7,6,12,0.7,0.7,0.7,0.7,class1:balk_threshold;class1:balk_low;class2:noshow_threshold
