background_id,scenario_id,scenario_type,parent_scenario_id,design_note,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,asymmetric_dimensions,source_scenario_id,source_scenario_ids,source_scenario_count,valid_h3_thresholds,h3_design_active,h3_design_inactive_reason,noshow_high_low_focal,noshow_high_high_focal
H3B0201,S169,sobol_symmetric,,scrambled_sobol,2.0,0.1,16,32.0,3.2,28.8,14,14,0.3,0.3,12,12,0.5,0.5,0.7,0.7,0,9,0.0,0.0,0.0,0.3,,S169,S169,1,4;6;9;12,True,,0.0,0.7
H3B0202,S170,sobol_symmetric,,scrambled_sobol,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,28,28,0.0,0.0,4,4,0.0,0.0,0.3,0.3,0,4,0.3,0.3,0.3,0.5,,S170,S170,1,4;6;9;12,True,,0.3,0.7
H3B0203,S171,sobol_symmetric,,scrambled_sobol,1.25,0.3,32,40.0,12.0,28.0,7,7,0.1,0.1,4,4,0.3,0.3,0.3,0.3,0,4,0.7,0.7,0.7,0.7,,S171,S171,1,4,False,fewer_than_two_valid_thresholds;no_valid_post_threshold_increase,0.7,0.7
H3B0204,S172,sobol_symmetric,,scrambled_sobol,4.0,0.7,64,256.0,179.2,76.80000000000001,21,21,0.5,0.5,9,9,0.1,0.1,0.3,0.3,0,12,0.0,0.0,0.0,0.7,,S172,S172,1,4;6;9;12,True,,0.0,0.7
H3B0205,S173,sobol_symmetric,,scrambled_sobol,4.0,0.5,64,256.0,128.0,128.0,21,21,0.5,0.5,12,12,0.1,0.1,0.7,0.7,0,6,0.5,0.5,0.5,0.5,,S173,S173,1,4;6;9;12,True,,0.5,0.7
H3B0206,S174,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.6,7,7,0.1,0.1,4,4,0.0,0.0,0.7,0.7,0,4,0.0,0.0,0.0,0.5,,S174,S174,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0207,S175,sobol_symmetric,,scrambled_sobol,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,28,28,0.0,0.0,6,6,0.3,0.3,0.7,0.7,0,9,0.0,0.0,0.0,0.0,,S175,S175,1,4;6;9;12,True,,0.0,0.7
H3B0208,S176,sobol_symmetric,,scrambled_sobol,3.1,0.9,32,99.2,89.28,9.919999999999998,14,14,0.3,0.3,9,9,0.0,0.0,0.0,0.0,0,4,0.3,0.3,0.3,0.5,,S176,S176,1,4;6;9;12,True,,0.3,0.7
H3B0209,S177,sobol_symmetric,,scrambled_sobol,3.1,0.1,64,198.4,19.840000000000003,178.56,21,21,0.1,0.1,4,4,0.0,0.0,0.7,0.7,0,9,0.3,0.3,0.3,0.7,,S177,S177,1,4;6;9;12,True,,0.3,0.7
H3B0210,S178,sobol_symmetric,,scrambled_sobol,0.8,0.9,16,12.8,11.52,1.2799999999999998,7,7,0.5,0.5,4,4,0.1,0.1,0.7,0.7,0,4,0.0,0.0,0.0,0.3,,S178,S178,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0211,S179,sobol_symmetric,,scrambled_sobol,2.0,0.5,64,128.0,64.0,64.0,28,28,0.3,0.3,9,9,0.0,0.0,0.1,0.1,0,6,0.0,0.0,0.0,0.7,,S179,S179,1,4;6;9;12,True,,0.0,0.7
H3B0212,S180,sobol_symmetric,,scrambled_sobol,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.0,6,6,0.5,0.5,0.7,0.7,0,12,0.7,0.7,0.7,0.7,,S180,S180,1,4;6;9;12,False,no_valid_post_threshold_increase,0.7,0.7
H3B0213,S181,sobol_symmetric,,scrambled_sobol,4.0,0.3,16,64.0,19.2,44.8,14,14,0.0,0.0,4,4,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.5,,S181,S181,1,4;6;9;12,True,,0.0,0.7
H3B0214,S182,sobol_symmetric,,scrambled_sobol,1.25,0.7,64,80.0,56.0,24.000000000000004,28,28,0.3,0.3,12,12,0.7,0.7,0.7,0.7,0,12,0.5,0.5,0.5,0.5,,S182,S182,1,4;6;9;12,True,,0.5,0.7
H3B0215,S183,sobol_symmetric,,scrambled_sobol,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,7,7,0.5,0.5,4,4,0.1,0.1,0.5,0.5,0,4,0.3,0.3,0.3,0.5,,S183,S183,1,4,False,fewer_than_two_valid_thresholds,0.3,0.7
H3B0216,S184,sobol_symmetric,,scrambled_sobol,2.0,0.9,32,64.0,57.6,6.399999999999999,21,21,0.1,0.1,6,6,0.3,0.3,0.5,0.5,0,4,0.0,0.0,0.0,0.0,,S184,S184,1,4;6;9;12,True,,0.0,0.7
H3B0217,S185,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,28,28,0.5,0.5,6,6,0.0,0.0,0.3,0.3,0,6,0.0,0.0,0.0,0.3,,S185,S185,1,4;6;9;12,True,,0.0,0.7
H3B0218,S186,sobol_symmetric,,scrambled_sobol,0.8,0.5,32,25.6,12.8,12.8,14,14,0.1,0.1,9,9,0.5,0.5,0.7,0.7,0,12,0.5,0.5,0.5,0.7,,S186,S186,1,4;6;9;12,True,,0.5,0.7
H3B0219,S187,sobol_symmetric,,scrambled_sobol,1.25,0.1,16,20.0,2.0,18.0,21,21,0.0,0.0,12,12,0.1,0.1,0.1,0.1,0,9,0.3,0.3,0.3,0.3,,S187,S187,1,4;6;9;12,True,,0.3,0.7
H3B0220,S188,sobol_symmetric,,scrambled_sobol,3.1,0.9,64,198.4,178.56,19.84,7,7,0.3,0.3,4,4,0.3,0.3,0.3,0.3,0,4,0.0,0.0,0.0,0.1,,S188,S188,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0221,S189,sobol_symmetric,,scrambled_sobol,4.0,0.3,64,256.0,76.8,179.2,7,7,0.3,0.3,4,4,0.0,0.0,0.7,0.7,0,4,0.5,0.5,0.5,0.5,,S189,S189,1,4,False,fewer_than_two_valid_thresholds,0.5,0.7
H3B0222,S190,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.6,21,21,0.0,0.0,9,9,0.1,0.1,0.5,0.5,0,4,0.0,0.0,0.0,0.1,,S190,S190,1,4;6;9;12,True,,0.0,0.7
H3B0223,S191,sobol_symmetric,,scrambled_sobol,1.25,0.3,64,80.0,24.0,56.0,14,14,0.1,0.1,12,12,0.0,0.0,0.0,0.0,0,6,0.3,0.3,0.3,0.3,,S191,S191;X033,2,4;6;9;12,True,,0.3,0.7
H3B0224,S192,sobol_symmetric,,scrambled_sobol,3.1,0.7,16,49.6,34.72,14.880000000000004,28,28,0.5,0.5,4,4,0.3,0.3,0.7,0.7,0,12,0.5,0.5,0.5,0.7,,S192,S192,1,4;6;9;12,True,,0.5,0.7
H3B0225,S193,sobol_symmetric,,scrambled_sobol,3.1,0.5,64,198.4,99.2,99.2,14,14,0.3,0.3,6,6,0.7,0.7,0.7,0.7,0,12,0.3,0.3,0.3,0.3,,S193,S193,1,4;6;9;12,True,,0.3,0.7
H3B0226,S194,sobol_symmetric,,scrambled_sobol,1.25,0.5,16,20.0,10.0,10.0,28,28,0.0,0.0,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.0,0.0,0.0,,S194,S194,1,4;6;9;12,True,,0.0,0.7
H3B0227,S195,sobol_symmetric,,scrambled_sobol,2.0,0.1,32,64.0,6.4,57.6,7,7,0.1,0.1,4,4,0.3,0.3,0.5,0.5,0,4,0.0,0.0,0.0,0.5,,S195,S195,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0228,S196,sobol_symmetric,,scrambled_sobol,4.0,0.9,16,64.0,57.6,6.399999999999999,21,21,0.5,0.5,4,4,0.1,0.1,0.5,0.5,0,9,0.5,0.5,0.5,0.5,,S196,S196,1,4;6;9;12,True,,0.5,0.7
H3B0229,S197,sobol_symmetric,,scrambled_sobol,4.0,0.3,16,64.0,19.2,44.8,21,21,0.5,0.5,6,6,0.3,0.3,0.3,0.3,0,4,0.0,0.0,0.0,0.7,,S197,S197,1,4;6;9;12,True,,0.0,0.7
H3B0230,S198,sobol_symmetric,,scrambled_sobol,1.25,0.9,64,80.0,72.0,7.999999999999998,7,7,0.1,0.1,4,4,0.1,0.1,0.1,0.1,0,4,0.7,0.7,0.7,0.7,,S198,S198,1,4,False,fewer_than_two_valid_thresholds;no_valid_post_threshold_increase,0.7,0.7
H3B0231,S199,sobol_symmetric,,scrambled_sobol,0.8,0.3,32,25.6,7.68,17.919999999999998,28,28,0.0,0.0,12,12,0.5,0.5,0.5,0.5,0,12,0.3,0.3,0.3,0.7,,S199,S199,1,4;6;9;12,True,,0.3,0.7
H3B0232,S200,sobol_symmetric,,scrambled_sobol,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.3,0.3,4,4,0.0,0.0,0.1,0.1,0,6,0.0,0.0,0.0,0.1,,S200,S200,1,4;6;9;12,True,,0.0,0.7
H3B0233,S201,sobol_symmetric,,scrambled_sobol,2.0,0.1,32,64.0,6.4,57.6,7,7,0.0,0.0,4,4,0.1,0.1,0.7,0.7,0,4,0.0,0.0,0.0,0.7,,S201,S201,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0234,S202,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.56,21,21,0.3,0.3,12,12,0.0,0.0,0.7,0.7,0,9,0.7,0.7,0.7,0.7,,S202,S202,1,4;6;9;12,False,no_valid_post_threshold_increase,0.7,0.7
H3B0235,S203,sobol_symmetric,,scrambled_sobol,1.25,0.5,16,20.0,10.0,10.0,14,14,0.5,0.5,9,9,0.3,0.3,0.7,0.7,0,12,0.3,0.3,0.3,0.5,,S203,S203,1,4;6;9;12,True,,0.3,0.7
H3B0236,S204,sobol_symmetric,,scrambled_sobol,4.0,0.7,64,256.0,179.2,76.80000000000001,28,28,0.1,0.1,6,6,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.3,,S204,S204,1,4;6;9;12,True,,0.0,0.7
H3B0237,S205,sobol_symmetric,,scrambled_sobol,4.0,0.3,64,256.0,76.8,179.2,28,28,0.1,0.1,4,4,0.5,0.5,0.7,0.7,0,12,0.3,0.3,0.3,0.5,,S205,S205,1,4;6;9;12,True,,0.3,0.7
H3B0238,S206,sobol_symmetric,,scrambled_sobol,2.0,0.7,32,64.0,44.8,19.200000000000003,14,14,0.5,0.5,12,12,0.0,0.0,0.3,0.3,0,6,0.0,0.0,0.0,0.0,,S206,S206,1,4;6;9;12,True,,0.0,0.7
H3B0239,S207,sobol_symmetric,,scrambled_sobol,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,21,21,0.3,0.3,9,9,0.3,0.3,0.5,0.5,0,4,0.0,0.0,0.0,0.5,,S207,S207,1,4;6;9;12,True,,0.0,0.7
H3B0240,S208,sobol_symmetric,,scrambled_sobol,3.1,0.9,16,49.6,44.64,4.959999999999999,7,7,0.0,0.0,4,4,0.1,0.1,0.3,0.3,0,4,0.5,0.5,0.5,0.5,,S208,S208,1,4,False,fewer_than_two_valid_thresholds,0.5,0.7
H3B0241,S209,sobol_symmetric,,scrambled_sobol,3.1,0.1,32,99.2,9.920000000000002,89.28,28,28,0.5,0.5,12,12,0.0,0.0,0.5,0.5,0,4,0.7,0.7,0.7,0.7,,S209,S209,1,4;6;9;12,False,no_valid_post_threshold_increase,0.7,0.7
H3B0242,S210,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.56,14,14,0.1,0.1,4,4,0.7,0.7,0.7,0.7,0,9,0.0,0.0,0.0,0.7,,S210,S210,1,4;6;9;12,True,,0.0,0.7
H3B0243,S211,sobol_symmetric,,scrambled_sobol,2.0,0.3,64,128.0,38.4,89.6,21,21,0.0,0.0,6,6,0.1,0.1,0.3,0.3,0,12,0.0,0.0,0.0,0.3,,S211,S211,1,4;6;9;12,True,,0.0,0.7
H3B0244,S212,sobol_symmetric,,scrambled_sobol,4.0,0.7,16,64.0,44.8,19.200000000000003,7,7,0.3,0.3,4,4,0.3,0.3,0.5,0.5,0,4,0.3,0.3,0.3,0.7,,S212,S212,1,4,False,fewer_than_two_valid_thresholds,0.3,0.7
H3B0245,S213,sobol_symmetric,,scrambled_sobol,4.0,0.3,32,128.0,38.4,89.6,7,7,0.3,0.3,4,4,0.1,0.1,0.1,0.1,0,4,0.0,0.0,0.0,0.0,,S213,S213,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0246,S214,sobol_symmetric,,scrambled_sobol,1.25,0.5,64,80.0,40.0,40.0,21,21,0.0,0.0,4,4,0.1,0.1,0.7,0.7,0,6,0.3,0.3,0.3,0.5,,S214,S214;X002,2,4;6;9;12,True,,0.3,0.7
H3B0247,S215,sobol_symmetric,,scrambled_sobol,0.8,0.1,16,12.8,1.2800000000000002,11.52,14,14,0.1,0.1,6,6,0.0,0.0,0.1,0.1,0,4,0.5,0.5,0.5,0.5,,S215,S215,1,4;6;9;12,True,,0.5,0.7
H3B0248,S216,sobol_symmetric,,scrambled_sobol,2.0,0.9,64,128.0,115.2,12.799999999999995,28,28,0.5,0.5,9,9,0.5,0.5,0.5,0.5,0,9,0.0,0.0,0.0,0.5,,S216,S216,1,4;6;9;12,True,,0.0,0.7
H3B0249,S217,sobol_symmetric,,scrambled_sobol,2.0,0.3,16,32.0,9.6,22.4,21,21,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,12,0.0,0.0,0.0,0.1,,S217,S217,1,4;6;9;12,True,,0.0,0.7
H3B0250,S218,sobol_symmetric,,scrambled_sobol,0.8,0.7,64,51.2,35.84,15.360000000000005,7,7,0.5,0.5,4,4,0.1,0.1,0.5,0.5,0,4,0.3,0.3,0.3,0.3,,S218,S218,1,4,False,fewer_than_two_valid_thresholds,0.3,0.7
H3B0251,S219,sobol_symmetric,,scrambled_sobol,1.25,0.3,16,20.0,6.0,14.0,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.0,0,4,0.5,0.5,0.5,0.7,,S219,S219,1,4;6;9;12,True,,0.5,0.7
H3B0252,S220,sobol_symmetric,,scrambled_sobol,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.0,0.0,12,12,0.5,0.5,0.5,0.5,0,9,0.0,0.0,0.0,0.5,,S220,S220,1,4;6;9;12,True,,0.0,0.7
H3B0253,S221,sobol_symmetric,,scrambled_sobol,4.0,0.1,64,256.0,25.6,230.4,14,14,0.0,0.0,9,9,0.0,0.0,0.3,0.3,0,4,0.5,0.5,0.5,0.7,,S221,S221,1,4;6;9;12,True,,0.5,0.7
H3B0254,S222,sobol_symmetric,,scrambled_sobol,1.25,0.9,16,20.0,18.0,2.0,28,28,0.3,0.3,6,6,0.5,0.5,0.7,0.7,0,9,0.3,0.3,0.3,0.3,,S222,S222,1,4;6;9;12,True,,0.3,0.7
H3B0255,S223,sobol_symmetric,,scrambled_sobol,1.25,0.5,32,40.0,20.0,20.0,7,7,0.5,0.5,4,4,0.1,0.1,0.3,0.3,0,4,0.0,0.0,0.0,0.1,,S223,S223,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0256,S224,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,21,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,0,6,0.5,0.5,0.5,0.5,,S224,S224,1,4;6;9;12,True,,0.5,0.7
H3B0257,X001,asymmetric_stress,S157,sparse_asymmetry_2_dimension,4.0,0.3,32,128.0,38.4,89.6,21,21,0.1,0.3,12,12,0.3,0.3,0.7,0.7,0,4,0.0,0.0,0.0,0.7,class1:noshow_threshold;class1:cancel,X001,X001,1,4;6;9;12,True,,0.0,0.7
H3B0258,X003,asymmetric_stress,S063,sparse_asymmetry_2_dimension,1.25,0.1,32,40.0,4.0,36.0,14,14,0.3,0.0,4,9,0.3,0.3,0.3,0.3,0,6,0.0,0.0,0.0,0.7,class2:balk_threshold;class2:cancel,X003,X003,1,4;6;9;12,True,,0.0,0.7
H3B0259,X004,asymmetric_stress,S139,sparse_asymmetry_1_dimension,1.25,0.1,32,40.0,4.0,36.0,21,21,0.1,0.1,12,12,0.0,0.0,0.3,0.0,0,12,0.0,0.0,0.0,0.1,class2:balk_high,X004,X004,1,4;6;9;12,True,,0.0,0.7
H3B0260,X005,asymmetric_stress,A025,sparse_asymmetry_2_dimension,4.0,0.5,32,128.0,64.0,64.0,21,28,0.1,0.1,4,4,0.1,0.0,0.7,0.7,0,4,0.0,0.0,0.0,0.7,class1:horizon;class1:balk_low,X005,X005,1,4;6;9;12,True,,0.0,0.7
H3B0261,X006,asymmetric_stress,S195,sparse_asymmetry_1_dimension,2.0,0.1,32,64.0,6.4,57.6,7,21,0.1,0.1,4,4,0.3,0.3,0.5,0.5,0,4,0.0,0.0,0.0,0.5,class2:horizon,X006,X006,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0262,X007,asymmetric_stress,S094,sparse_asymmetry_2_dimension,2.0,0.5,32,64.0,32.0,32.0,14,28,0.1,0.1,9,9,0.1,0.1,0.5,0.5,0,9,0.0,0.0,0.0,0.7,class1:horizon;class1:noshow_high,X007,X007;X080,2,4;6;9;12,True,,0.0,0.7
H3B0263,X008,asymmetric_stress,A011,sparse_asymmetry_1_dimension,3.1,0.1,32,99.2,9.920000000000002,89.28,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.0,0.3,0.0,0.3,class2:noshow_low,X008,X008,1,4;6;9;12,True,,0.0,0.7
H3B0264,X009,asymmetric_stress,S071,sparse_asymmetry_1_dimension,0.8,0.1,16,12.8,1.2800000000000002,11.52,28,28,0.1,0.5,4,4,0.0,0.0,0.7,0.7,0,12,0.3,0.3,0.3,0.7,class1:cancel,X009,X009,1,4;6;9;12,True,,0.3,0.7
H3B0265,X010,asymmetric_stress,S049,sparse_asymmetry_1_dimension,3.1,0.5,64,198.4,99.2,99.2,21,21,0.3,0.3,12,12,0.3,0.3,0.7,0.3,0,9,0.3,0.3,0.3,0.7,class2:balk_high,X010,X010,1,4;6;9;12,True,,0.3,0.7
H3B0266,X011,asymmetric_stress,S018,sparse_asymmetry_1_dimension,0.8,0.9,32,25.6,23.040000000000003,2.56,21,21,0.0,0.0,9,9,0.1,0.1,0.5,0.5,0,9,0.5,0.5,0.5,0.7,class2:noshow_high,X011,X011,1,4;6;9;12,True,,0.5,0.7
H3B0267,X012,asymmetric_stress,S121,sparse_asymmetry_1_dimension,3.1,0.3,32,99.2,29.76,69.44,7,7,0.3,0.3,4,4,0.1,0.1,0.1,0.7,0,4,0.5,0.5,0.5,0.7,class2:balk_high,X012,X012,1,4,False,fewer_than_two_valid_thresholds,0.5,0.7
H3B0268,X013,asymmetric_stress,S087,sparse_asymmetry_2_dimension,0.8,0.5,32,25.6,12.8,12.8,14,21,0.3,0.3,9,9,0.1,0.1,0.7,0.1,0,4,0.5,0.5,0.5,0.7,class2:balk_high;class2:horizon,X013,X013,1,4;6;9;12,True,,0.5,0.7
H3B0269,X014,asymmetric_stress,S104,sparse_asymmetry_2_dimension,2.0,0.7,16,32.0,22.4,9.6,21,28,0.1,0.1,6,9,0.0,0.0,0.0,0.0,0,12,0.5,0.5,0.5,0.7,class1:horizon;class2:balk_threshold,X014,X014,1,4;6;9;12,True,,0.5,0.7
H3B0270,X015,asymmetric_stress,S203,sparse_asymmetry_2_dimension,1.25,0.5,16,20.0,10.0,10.0,14,14,0.5,0.5,9,9,0.3,0.3,0.3,0.7,0,12,0.3,0.5,0.3,0.5,class2:noshow_low;class1:balk_high,X015,X015,1,4;6;9;12,True,,0.3,0.7
H3B0271,X016,asymmetric_stress,S219,sparse_asymmetry_2_dimension,1.25,0.3,16,20.0,6.0,14.0,28,28,0.3,0.3,6,4,0.0,0.0,0.0,0.0,0,6,0.5,0.5,0.5,0.7,class1:balk_threshold;class2:noshow_threshold,X016,X016,1,4;6;9;12,True,,0.5,0.7
H3B0272,X017,asymmetric_stress,A008,sparse_asymmetry_2_dimension,2.0,0.5,32,64.0,32.0,32.0,14,14,0.1,0.1,9,12,0.0,0.3,0.5,0.5,0,6,0.0,0.0,0.0,0.3,class2:balk_threshold;class2:balk_low,X017,X017,1,4;6;9;12,True,,0.0,0.7
H3B0273,X018,asymmetric_stress,S030,sparse_asymmetry_1_dimension,1.25,0.9,64,80.0,72.0,7.999999999999998,7,7,0.5,0.5,4,4,0.1,0.1,0.7,0.7,0,4,0.5,0.7,0.5,0.7,class2:noshow_low,X018,X018,1,4,False,fewer_than_two_valid_thresholds,0.5,0.7
H3B0274,X019,asymmetric_stress,S123,sparse_asymmetry_1_dimension,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.3,6,6,0.0,0.0,0.1,0.1,0,9,0.0,0.0,0.0,0.1,class2:cancel,X019,X019,1,4;6;9;12,True,,0.0,0.7
H3B0275,X020,asymmetric_stress,S125,sparse_asymmetry_1_dimension,4.0,0.1,32,128.0,12.8,115.2,28,28,0.5,0.5,12,12,0.0,0.3,0.5,0.5,0,9,0.0,0.0,0.0,0.1,class2:balk_low,X020,X020,1,4;6;9;12,True,,0.0,0.7
H3B0276,X021,asymmetric_stress,S096,sparse_asymmetry_2_dimension,3.1,0.9,16,49.6,44.64,4.959999999999999,28,21,0.3,0.3,4,4,0.0,0.0,0.3,0.3,0,6,0.3,0.3,0.3,0.3,class2:noshow_high;class1:horizon,X021,X021,1,4;6;9;12,True,,0.3,0.7
H3B0277,X022,asymmetric_stress,S007,sparse_asymmetry_2_dimension,0.8,0.5,32,25.6,12.8,12.8,7,7,0.1,0.1,4,4,0.3,0.5,0.5,0.5,0,4,0.0,0.0,0.0,0.7,class2:balk_low;class2:noshow_high,X022,X022,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0278,X023,asymmetric_stress,S028,sparse_asymmetry_1_dimension,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.1,0.1,4,6,0.3,0.3,0.5,0.5,0,9,0.5,0.5,0.5,0.7,class1:balk_threshold,X023,X023,1,4;6;9;12,True,,0.5,0.7
H3B0279,X024,asymmetric_stress,S186,sparse_asymmetry_1_dimension,0.8,0.5,32,25.6,12.8,12.8,14,14,0.1,0.1,9,9,0.5,0.5,0.7,0.7,0,12,0.5,0.5,0.5,0.5,class2:noshow_high,X024,X024,1,4;6;9;12,True,,0.5,0.7
H3B0280,X025,asymmetric_stress,S075,sparse_asymmetry_3_dimension,1.25,0.1,32,40.0,4.0,36.0,14,21,0.0,0.0,4,6,0.0,0.0,0.7,0.7,0,12,0.5,0.3,0.5,0.5,class1:balk_threshold;class2:horizon;class2:noshow_low,X025,X025,1,4;6;9;12,True,,0.5,0.7
H3B0281,X026,asymmetric_stress,S032,sparse_asymmetry_1_dimension,3.1,0.7,32,99.2,69.44,29.760000000000005,28,14,0.0,0.0,6,6,0.5,0.5,0.7,0.7,0,6,0.0,0.0,0.0,0.1,class1:horizon,X026,X026,1,4;6;9;12,True,,0.0,0.7
H3B0282,X027,asymmetric_stress,S084,sparse_asymmetry_1_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,21,7,0.1,0.1,4,4,0.0,0.0,0.3,0.3,0,4,0.3,0.3,0.3,0.7,class1:horizon,X027,X027,1,4;6;9;12,True,,0.3,0.7
H3B0283,X028,asymmetric_stress,S016,sparse_asymmetry_3_dimension,3.1,0.9,64,198.4,178.56,19.84,28,14,0.1,0.1,12,12,0.0,0.1,0.1,0.1,0,9,0.0,0.0,0.0,0.7,class2:horizon;class2:balk_low;class1:noshow_high,X028,X028,1,4;6;9;12,True,,0.0,0.7
H3B0284,X029,asymmetric_stress,S161,sparse_asymmetry_1_dimension,3.1,0.3,32,99.2,29.76,69.44,7,7,0.0,0.0,4,4,0.3,0.0,0.3,0.3,0,4,0.5,0.5,0.5,0.7,class2:balk_low,X029,X029,1,4,False,fewer_than_two_valid_thresholds,0.5,0.7
H3B0285,X030,asymmetric_stress,A015,sparse_asymmetry_1_dimension,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.3,0.0,0.3,0.3,class1:noshow_low,X030,X030,1,4;6;9;12,True,,0.3,0.7
H3B0286,X031,asymmetric_stress,S031,sparse_asymmetry_1_dimension,1.25,0.3,32,40.0,12.0,28.0,28,28,0.3,0.3,9,9,0.0,0.0,0.1,0.7,0,12,0.3,0.3,0.3,0.3,class2:balk_high,X031,X031,1,4;6;9;12,True,,0.3,0.7
H3B0287,X034,asymmetric_stress,S006,sparse_asymmetry_2_dimension,1.25,0.9,16,20.0,18.0,2.0,28,28,0.0,0.0,4,4,0.0,0.0,0.3,0.3,0,9,0.0,0.5,0.0,0.5,class2:noshow_low;class1:noshow_threshold,X034,X034,1,4;6;9;12,True,,0.0,0.7
H3B0288,X035,asymmetric_stress,S071,sparse_asymmetry_2_dimension,0.8,0.1,16,12.8,1.2800000000000002,11.52,28,28,0.5,0.5,4,4,0.0,0.0,0.7,0.3,0,12,0.3,0.3,0.3,0.7,class1:noshow_threshold;class2:balk_high,X035,X035,1,4;6;9;12,True,,0.3,0.7
H3B0289,X036,asymmetric_stress,A015,sparse_asymmetry_1_dimension,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.7,0,6,0.0,0.0,0.0,0.3,class2:balk_high,X036,X036,1,4;6;9;12,True,,0.0,0.7
H3B0290,X037,asymmetric_stress,S005,sparse_asymmetry_1_dimension,3.1,0.1,64,198.4,19.840000000000003,178.56,14,14,0.3,0.3,12,12,0.5,0.5,0.7,0.7,0,4,0.5,0.5,0.5,0.5,class2:noshow_high,X037,X037,1,4;6;9;12,True,,0.5,0.7
H3B0291,X038,asymmetric_stress,A021,sparse_asymmetry_2_dimension,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,28,28,0.1,0.5,6,12,0.0,0.0,0.1,0.1,0,12,0.0,0.0,0.0,0.1,class1:balk_threshold;class2:cancel,X038,X038,1,4;6;9;12,True,,0.0,0.7
H3B0292,X039,asymmetric_stress,S031,sparse_asymmetry_1_dimension,1.25,0.3,32,40.0,12.0,28.0,28,28,0.3,0.3,9,9,0.0,0.1,0.1,0.1,0,12,0.3,0.3,0.3,0.3,class2:balk_low,X039,X039,1,4;6;9;12,True,,0.3,0.7
H3B0293,X040,asymmetric_stress,S224,sparse_asymmetry_1_dimension,3.1,0.5,32,99.2,49.6,49.6,14,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,0,6,0.5,0.5,0.5,0.5,class1:horizon,X040,X040,1,4;6;9;12,True,,0.5,0.7
H3B0294,X041,asymmetric_stress,S170,sparse_asymmetry_2_dimension,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,28,28,0.0,0.0,4,4,0.0,0.0,0.3,0.3,0,12,0.3,0.3,0.3,0.5,class1:noshow_high;class2:noshow_threshold,X041,X041,1,4;6;9;12,True,,0.3,0.7
H3B0295,X042,asymmetric_stress,S167,sparse_asymmetry_2_dimension,0.8,0.5,16,12.8,6.4,6.4,21,21,0.3,0.3,4,9,0.3,0.3,0.7,0.7,0,6,0.7,0.7,0.7,0.7,class2:balk_threshold;class1:noshow_threshold,X042,X042,1,4;6;9;12,False,no_valid_post_threshold_increase,0.7,0.7
